person_id,person_name,start_date,end_date,parliament_id,party_id,party,party_subtitle,party_role,organisation_name,organisation_subtitle,organisation_role,area
15,ABDUL MUSA MSHELIZA,2013-07-31,2015-05-29,3179,5649,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Askira /Uba / Hawul
17,ABDULSALAM ADAMU,2011-05-29,2013-07-30,3188,2795,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
17,ABDULSALAM ADAMU,2013-07-31,2015-05-29,3188,5650,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
20,ABIKE DABIRI-EREWA,2003,2011,4085,2713,Action Congress of Nigeria,"",Member,National Assembly,"",Member,Abuja
20,ABIKE DABIRI-EREWA,2011-05-29,2013-07-30,3190,2713,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ikorodu
20,ABIKE DABIRI-EREWA,2013-07-31,2015-05-29,3190,5732,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ikorodu
24,ABIOLA ADEBUKOLA AJAJA,2011-05-29,2015-05-29,3194,2705,ACCORD,"",Member,House of Representatives,"",Federal Representative,Ibadan North East/Ibadan South East
74,ALIYU IBRAHIM GEBI,2011-05-29,2013-07-30,3230,2847,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Bauchi
74,ALIYU IBRAHIM GEBI,2013-07-31,2015-05-29,3230,5694,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Bauchi
25,ABIOSE IFEOLUWA AROWOSOGE,,2013-07-30,4114,2717,Action Congress of Nigeria,"",Member,EKITI S/W LOCAL GOVT.,"",Chairman,Ekiti
25,ABIOSE IFEOLUWA AROWOSOGE,,2013-07-30,4115,2717,Action Congress of Nigeria,"",Member,EKITI STATE AGRIC INPUTS SUPPLY AGENCY,"",Chairman,Ekiti
25,ABIOSE IFEOLUWA AROWOSOGE,2011-05-29,2013-07-30,3195,2717,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ekiti South West/Ikere/Orun/Ise
25,ABIOSE IFEOLUWA AROWOSOGE,2013-07-31,2015-05-29,3195,5574,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ekiti South West/Ikere/Orun/Ise
25,ABIOSE IFEOLUWA AROWOSOGE,2013-07-31,,4114,5574,All Progressives Congress (APC),"",Member,EKITI S/W LOCAL GOVT.,"",Chairman,Ekiti
25,ABIOSE IFEOLUWA AROWOSOGE,2013-07-31,,4115,5574,All Progressives Congress (APC),"",Member,EKITI STATE AGRIC INPUTS SUPPLY AGENCY,"",Chairman,Ekiti
738,AHMED YERIMA,,2019-05,6360,6359,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Misau/Dambam
72,ALIYU BAHAGO AHMAN PATEGI,2007-05-29,2011-05-29,2231,2921,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
72,ALIYU BAHAGO AHMAN PATEGI,2011-05-29,2014,3228,2921,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Edu/Moro/Patigi
72,ALIYU BAHAGO AHMAN PATEGI,2014,2019-05-29,3228,6901,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Edu/Moro/Patigi
8,ABDULLAHI IDRIS GARBA,2011-05-29,2013-07-30,3180,2843,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Kontagora/Wushishi/Mariga/Mashegu
8,ABDULLAHI IDRIS GARBA,2013-07-31,2019-05-29,3180,5690,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kontagora/Wushishi/Mariga/Mashegu
23,ABIODUN DADA AWOLEYE,,2013-07-30,4099,2716,Action Congress of Nigeria,"",Member,Oyo State House of Assembly,"",Member,Oyo
23,ABIODUN DADA AWOLEYE,2007-05-29,2013-07-30,3193,2716,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ibadan South West/Ibadan North West
23,ABIODUN DADA AWOLEYE,2013-07-31,2019-05-29,3193,5573,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ibadan South West/Ibadan North West
23,ABIODUN DADA AWOLEYE,2013-07-31,,4099,5573,All Progressives Congress (APC),"",Member,Oyo State House of Assembly,"",Member,Oyo
36,ADEPOJU SUNDAY ADEYEMI,2007-05-29,2011-05-29,2200,2720,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
36,ADEPOJU SUNDAY ADEYEMI,2011-05-29,2013-07-30,3204,2720,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ibarapa East/Ido
36,ADEPOJU SUNDAY ADEYEMI,2013-07-31,2019-05-29,3204,5577,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ibarapa East/Ido
27,ABUBAKAR MAHMUD WAMBAI,2011-05-29,2013-07-30,3197,2844,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Maiha/Mubi North/Mubi South
27,ABUBAKAR MAHMUD WAMBAI,2013-07-31,2015-05-29,3197,5691,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Maiha/Mubi North/Mubi South
137,CHRISTINA DEMNENGE ALAAGA,2011-05-29,2015-05-29,3277,2953,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gwer East/Gwer West
28,ABUBAKAR MISAU AHMED,2011-05-29,2015-05-29,3198,2904,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Misau/Dambam
33,ADEKUNLE ADEYEMI,1999,2003,4151,2719,Action Congress of Nigeria,"",Member,"Ogun State, Nigeria",Special Adviser To The Governor On Legal Matters,Special Adviser,Ogun
33,ADEKUNLE ADEYEMI,2011-05-29,2013-07-30,3202,2719,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ifo/Ewekoro
33,ADEKUNLE ADEYEMI,2013-07-31,2015-05-29,3202,5576,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ifo/Ewekoro
39,ADEWUSI TUNDE RAZAQ,2003,2007-05-29,2202,3173,PPN,"",Member,House of Representatives,"",Federal Representative,
39,ADEWUSI TUNDE RAZAQ,2007-05-29,2011-05-29,2203,3173,PPN,"",Member,House of Representatives,"",Federal Representative,
39,ADEWUSI TUNDE RAZAQ,2011-05-29,2015-05-29,3205,3173,PPN,"",Member,House of Representatives,"",Federal Representative,Egbado North/Imeko Afon
694,Sopuluchukwu E. Ezeonwuka,2011-05-29,2019-05-29,6250,6251,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Orumba North/Orumba South
739,SHEHU ALIYU MUSA,,2019-05,6363,6362,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Bauchi
46,AGBOOLA AYOOLA HOSEA,2011-05-29,2015-05-29,3544,3108,Peoples Democratic Party,"",Member,Senate,"",Senator,OYO NORTH
47,AHMAD AUDI ZAREWA,2011-05-29,2013-07-30,3208,2797,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Karaye/Rogo
47,AHMAD AUDI ZAREWA,2013-07-31,2015-05-29,3208,5652,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Karaye/Rogo
49,AHMED FONS NWANGUBI,2011-05-29,2015-05-29,3210,2908,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Mayo Belwa/Ganye/Jada /Toungo
51,AHMED MUKHTAR MOHAMMED,2007-05-29,2011-05-29,2212,2909,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
51,AHMED MUKHTAR MOHAMMED,2011-05-29,2015-05-29,3212,2909,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Gurara/Suleja/Tafa
52,AHMED YUSUF TIJANI,2011-05-29,2015-05-29,3213,2910,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Okene/Ogori-Magogo
37,ADESEUN AYOADE ADEMOLA,2011-05-29,2013-07-30,3538,2778,Action Congress of Nigeria,"",Member,Senate,"",Senator,OYO CENTRAL
37,ADESEUN AYOADE ADEMOLA,2013-07-31,2015-05-29,3538,5634,All Progressives Congress (APC),"",Member,Senate,"",Senator,OYO CENTRAL
53,AISHA AHMED DAHIRU,2011-05-29,2015-05-29,3214,2911,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Yola North/Yola South/Girei
652,Aliyu Akuh,2015-05-29,2019-05-29,6127,6126,Peoples Democratic Party,"",Member,Kogi State House of Assembly,"",State Legislator,Omala
652,Aliyu Akuh,2015-05-29,2019-05-29,6128,6126,Peoples Democratic Party,"",Member,Kogi State House of Assembly,"",Deputy Speaker ,
663,Fatai Olotu,2015-05-29,2019-05-29,6163,6162,Peoples Democratic Party,"",Member,Ondo State House of Assembly,"",State Legislator,Akoko North-East
663,Fatai Olotu,2015-05-29,2019-05-29,6164,6162,Peoples Democratic Party,"",Member,Ondo State House of Assembly,"",Deputy Speaker ,
789,ONWUBUARIA KINSLEY OBINNA,,2019-06,6484,6483,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Isiala Mbano/Okigwe/Onuimo
836, Saidu Yusuf Miga,,2019-06,6616,6615,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Jahun/Miga
854,ABAYOMI DAUDA KAKO ARE,,2019-05,6658,6657,ACCORD,"",Member,Federal House of Representatives,"",Federal Representative,Mushin I Federal Constituency
868,ABDULMALIK ZUBAIRU BUNGUDU,,2019-05,6696,6695,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Bungudu/Maru
278,LAWAL YAHAYA GUMAU,2011-05-29,2013-07-30,3381,2862,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Toro
278,LAWAL YAHAYA GUMAU,2013-07-31,2019-05-29,3381,5709,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Toro
32,ADAMU OCHEPO ENTONU,2011-05-29,2019-05-29,3201,2906,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Apa/Agatu
301,MOHAMMED ALHAJI SANDA,1992,1993,4886,2813,All Nigeria Peoples Party,"",Member,Borno State House Of Assembly,"",Member,Borno
301,MOHAMMED ALHAJI SANDA,2003,2011,4887,2813,All Nigeria Peoples Party,"",Member,Borno State House Of Assembly,"",Member,
301,MOHAMMED ALHAJI SANDA,2011-05-29,2013-07-30,3395,2813,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Kaga/Gubio/Magumeri
301,MOHAMMED ALHAJI SANDA,2013-07-31,2019-05-29,3395,5668,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Kaga/Gubio/Magumeri
48,AHMED Babba KAITA,2012-01-12,2013-07-30,3209,2846,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Ingawa/Kankia/Kusada
48,AHMED Babba KAITA,2013-07-31,2019-05-09,3209,5693,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ingawa/Kankia/Kusada
50,AHMED IDRIS MAJE,2007-05-29,2011-05-29,2210,2722,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,
50,AHMED IDRIS MAJE,2011-05-29,2013-07-30,3211,2722,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Wase
50,AHMED IDRIS MAJE,2013-07-31,2019-05-29,3211,5579,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Wase
537,Abdul Nyako,2015-05-29,2019-05-29,5805,5804,All Progressives Congress (APC),"",Member,Senate,"",Senator,ADAMAWA CENTRAL
563,Shehu Sani,,2019-05-29,5880,5879,All Progressives Congress (APC),"",Member,Senate,"",Senator,KADUNA CENTRAL
62,AKINTOYE ALBERT,2003,2010,4213,2914,Peoples Democratic Party,"",Member,"Irele, Local Government ","",Chairman,Ondo
62,AKINTOYE ALBERT,2011-05-29,2015-05-29,3221,2914,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Okitipupa/Irele
139,CHRISTOPHER SUNDAY ETA,2011-05-29,2015-05-29,3278,2954,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Boki/Ikom
65,ALBERT TAMINU SAM-TSOKWA,2007-05-29,2011-05-29,2224,2916,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
65,ALBERT TAMINU SAM-TSOKWA,2011-05-29,2015-05-29,3223,2916,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Takum/Donga/Ussa
70,ALI YAKUBU,2011-05-29,2015-05-29,3226,2919,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Nangere/Potiskum
134,CHIZOR LAMBERT OBIDIGWE,,,4399,2951,Peoples Democratic Party,"",Member,Ayamelum L. G,P.A To Executive Chairman ,"",Anambra
134,CHIZOR LAMBERT OBIDIGWE,,,4400,2951,Peoples Democratic Party,"",Member,Ayamelum L. G,Chairmanship Candidate ,"",Anambra
134,CHIZOR LAMBERT OBIDIGWE,2011-05-29,2015-05-29,3274,2951,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Oyi/Ayamelum
76,ALKALI SAIDU AHMED,2011-05-29,2015-05-29,3550,3112,Peoples Democratic Party,"",Member,Senate,"",Senator,Gombe NORTH
77,ALLIU BABATUNDE KAZEEM,2011-05-29,2013-07-30,3232,2726,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Surulere II
77,ALLIU BABATUNDE KAZEEM,2013-07-31,2015-05-29,3232,5583,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Surulere II
78,AMINU KOKO MUSA,2011-05-29,2015-05-29,3233,2923,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Koko-Besse/Maiyama
83,ANDREW IGBONULE UCHENDU,2003,2007-05-29,2243,2928,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
83,ANDREW IGBONULE UCHENDU,2007-05-29,2011-05-29,2244,2928,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
83,ANDREW IGBONULE UCHENDU,2011-05-29,2015-05-29,3237,2928,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ikwerre/Emohua
198,GONI BUKAR LAWA,1991,1993,4584,2803,All Nigeria Peoples Party,"",Member,Yobe State House of Assembly,"","",Yobe
198,GONI BUKAR LAWA,1999,2004,4585,2803,All Nigeria Peoples Party,"",Member,Yobe State House of Assembly,"","",Yobe
198,GONI BUKAR LAWA,2011-05-29,2013-07-30,3321,2803,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Bursari/Geidam/Yunusari
198,GONI BUKAR LAWA,2013-07-31,2015-05-29,3321,5658,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Bursari/Geidam/Yunusari
695,MICHAEL IROM ETABA,,2019-06,6254,6253,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Obubra/Etung
68,ALHASSAN AISHA JUMMAI,2011-05-29,2014-01-29,3549,3111,Peoples Democratic Party,"",Member,Senate,"",Senator,TARABA NORTH
68,ALHASSAN AISHA JUMMAI,2014-01-29,2015-05-29,3549,5841,All Progressives Congress (APC),"",Member,Senate,"",Senator,TARABA NORTH
87,ANTHONY MADWATTE,2011-05-29,2015-06-21,3238,2929,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Demsa/Numan/Lamurde
267,SEKIBO GEORGE THOMPSON,2003,2007,3821,3140,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
267,SEKIBO GEORGE THOMPSON,2011-05-29,2019-05,3594,3140,Peoples Democratic Party,"",Member,Senate,"",Senator,RIVERS EAST
69,ALI AHMAD,2011-05-29,2013,3225,2918,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ilorin East/Ilorin South
69,ALI AHMAD,2014,2015-05-29,3225,6129,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ilorin East/Ilorin South
69,ALI AHMAD,2015-05-29,2019-05-29,6131,6129,All Progressives Congress (APC),"",Member,Kwara State House of Assembly,"",Speaker,
69,ALI AHMAD,2015-05-29,2019-05-29,6130,6129,All Progressives Congress (APC),"",Member,Kwara State House of Assembly,"",State Legislator,Ilorin South
699, DARLINTON NWOKOCHA,,2019-05,6264,6263,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Federal Representative,Isiala Ngwa North /Isiala Ngwa South
740,RT  HALIRU DAUDA JIKA,,2019-05,6366,6365,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Darazo/Ganjuwa
790,SANI UMAR BALA,,2019-05,6486,6485,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Tsanyawa/Kunchi
837,SHIDDI USMAN DANJUMA,,2019-05,6619,6618,All Progressives Grand Alliance,"",Member,Federal House of Representatives,"",Federal Representative,Ibi/Wukari
81,AMINU SHEHU SHAGARI,2007-05-29,2011-05-29,2240,2926,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,
81,AMINU SHEHU SHAGARI,2011-05-29,2014,3235,2926,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Yabo/Shagari
81,AMINU SHEHU SHAGARI,2014,2019-05-29,3235,6607,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Yabo/Shagari
869,AMINU SANI JAJI,,2019-05,6698,6697,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Kaura-Namoda/Birnin Magaji
97,AWULU EZEKIEL ADAJI,,,4292,2933,Peoples Democratic Party,"",Member,OHIMINI L.G.C,"",Chairman,
97,AWULU EZEKIEL ADAJI,2011-05-29,2019-05-29,3244,2933,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Otukpo/Ohimini
170,ESSIEN EKPEYONG AYI,1995,2002,4508,2971,Peoples Democratic Party,"",Member,Calabar South Local Government Area,"",Chairman,Cross River
170,ESSIEN EKPEYONG AYI,2003,2008,4509,2971,Peoples Democratic Party,"",Member,House of Representatives,"",Member,Abuja
170,ESSIEN EKPEYONG AYI,2011-05-29,2019-05-29,3303,2971,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Calabar South/Akpabuyo/ Bakassi
536, BINTA MASI GARBA,1999,2007,5893,5802,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Kaduna South
536, BINTA MASI GARBA,2007,2011,5894,5802,All Progressives Congress (APC),"",Member,Federal House of Representatives,"",Federal Representative,Madagali/Michika
536, BINTA MASI GARBA,2015-05-29,2019-05-29,5803,5802,All Progressives Congress (APC),"",Member,Senate,"",Senator,ADAMAWA NORTH
91,ARUA ARUNSI,,,4277,2930,Peoples Democratic Party,"",Member,Abia State House of Assembly,"",Honourable Member,
91,ARUA ARUNSI,,,4278,2930,Peoples Democratic Party,"",Member,Abia State House of Assembly,"",Honourable Speaker,
91,ARUA ARUNSI,2011-05-29,2015-05-29,3239,2930,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Arochukwu/Ohafia
95,ATIKU SHAMAKI,2011-05-29,2013-07-30,3242,2848,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Magama/Rijau
95,ATIKU SHAMAKI,2013-07-31,2015-05-29,3242,5695,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Magama/Rijau
96,AUWALU DAHIRU SALE,2011-05-29,2013-07-30,3243,2849,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Katagum
96,AUWALU DAHIRU SALE,2013-07-31,2015-05-29,3243,5696,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Katagum
141,CHUDI PATRICK UWAZURIKE,,,4413,2955,Peoples Democratic Party,"",Member,"South East Renaissance Forum, New York","","Faculty Senate Executive Committee Secretary & Sgt at Arms, CUNY-CC Chairman",USA
141,CHUDI PATRICK UWAZURIKE,,,4414,2955,Peoples Democratic Party,"",Member,University of Nigeria Student Parliament,"",Member,
141,CHUDI PATRICK UWAZURIKE,,,4415,2955,Peoples Democratic Party,"",Member,"Student Union, University of Nigeria, Nsukka","",President,
141,CHUDI PATRICK UWAZURIKE,2011-05-29,2015-05-29,3279,2955,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ehime Mbano/Ihite-Uboma/ Obowo
146,CYRIL EGWUATU,,,4429,2835,All Progressives Grand Alliance,"",Member,Old Onitsha L.G.A,"",Councillor,Anambra
146,CYRIL EGWUATU,2011-05-29,2015-05-29,3283,2835,All Progressives Grand Alliance,"",Member,House of Representatives,"",Federal Representative,Onitsha North/Onitsha South
99,AYO AKINYELURE PATRICK,2011-05-29,2015-07-29,3559,2885,Labour Party,"",Member,Senate,"",Senator,ONDO CENTRAL
100,AYODEJI LABIB JAKANDE,2011-05-29,2013-07-30,3247,2728,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Somolu
100,AYODEJI LABIB JAKANDE,2013-07-31,2015-05-29,3247,5585,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Somolu
102,AYO TAJUDEEN YUSUF,2011-05-29,2015-05-29,3246,2934,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ijumu/Kabba-Bunu
103,AZODO OKWUNNA EUCHARIA,2011-05-29,2015-05-29,3248,2935,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Aguata
104,BABA BUKAR MACHINAMA,1997,1998,4310,2799,All Nigeria Peoples Party,"",Member,Yobe State House of Assembly,"",Member,
104,BABA BUKAR MACHINAMA,2007-05-29,2011-05-29,2258,2799,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,
104,BABA BUKAR MACHINAMA,2011-05-29,2013-07-30,3249,2799,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Machina/Nguru/Yusufari/Karasuwa
104,BABA BUKAR MACHINAMA,2013-07-31,2015-05-29,3249,5654,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Machina/Nguru/Yusufari/Karasuwa
106,BABATUNDE OLABODE OGUNOLA,2011-05-29,2013-07-30,3251,2729,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Ado-Odo/Ota
106,BABATUNDE OLABODE OGUNOLA,2013-07-31,2015-05-29,3251,5586,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Ado-Odo/Ota
109,BAMIDELE AYODELE FAPARUSI,2011-05-29,2013-07-30,3253,2730,Action Congress of Nigeria,"",Member,House of Representatives,"",Federal Representative,Emure/Gbonyin/Ekiti East
109,BAMIDELE AYODELE FAPARUSI,2013-07-31,2015-05-29,3253,5587,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Emure/Gbonyin/Ekiti East
112,BASHIR ADAMU,1999,2003,4335,2938,Peoples Democratic Party,"",Member,Federal House of Representatives,"",Member,Abuja
112,BASHIR ADAMU,2011-05-29,2015-05-29,3255,2938,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Kazaure/Roni/Gwiwa/Yankwashi
169,ENEKOROGHA PENAWEI FRANCIS,1999,2001,4504,2970,Peoples Democratic Party,"",Member,Delta State House Of Assembly,"",Member,Delta
169,ENEKOROGHA PENAWEI FRANCIS,2011-05-29,2015-05-29,3302,2970,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Burutu
200,GWANI LUCAS GIDE,2011-05-29,2015-05-29,3322,2982,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Kaura
115,BELLO KAOJE A,2011-05-29,2015-05-29,3258,2940,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Bagudo/Suru
107,BADAMASI AYUBA,2007-05-29,2013-07-30,3252,2800,All Nigeria Peoples Party,"",Member,House of Representatives,"",Federal Representative,Dabbatta/Makoda
107,BADAMASI AYUBA,2013-07-31,2019-05-29,3252,5655,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Dabbatta/Makoda
120,BETHEL NNAEMEKA AMADI,2003,2007,4359,2943,Peoples Democratic Party,"",Member,House of Representatives,"",Elected member ,Abuja
120,BETHEL NNAEMEKA AMADI,2011-05-29,2015-05-29,3263,2943,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Ikeduru/Mbaitoli
122,BILIYAMINU SHINKAFI YUSUF,2011-05-29,2015-05-29,3265,2945,Peoples Democratic Party,"",Member,House of Representatives,"",Federal Representative,Shinkafi/Zurmi
126,BOLUWAJI KUNLE,2011-05-29,2015-05-29,3562,2886,Labour Party,"",Member,Senate,"",Senator,ONDO SOUTH
31,ADAMU GURAI,2011-05-29,2013-07-30,3200,2845,Congress for Progressive Change,"",Member,House of Representatives,"",Federal Representative,Shira/Giade
31,ADAMU GURAI,2013-07-31,2019-05-29,3200,5692,All Progressives Congress (APC),"",Member,House of Representatives,"",Federal Representative,Shira/Giade
